utc_time,url,method,user_agent,status,redirect_chain,content_type,size,sha256,local_path,login_required,independent_review
"20260805T073643Z","https://www.sina.cn/news/detail/5323616788681841.html","GET","desktop","000","https://www.sina.cn/news/detail/5323616788681841.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073643Z_https___www.sina.cn_news_detail_5323616788681841.html_GET_desktop_follow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/news/detail/5323616788681841.html","GET","mobile","000","https://www.sina.cn/news/detail/5323616788681841.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_news_detail_5323616788681841.html_GET_mobile_follow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/news/detail/5323616788681841.html","HEAD","desktop","000","https://www.sina.cn/news/detail/5323616788681841.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_news_detail_5323616788681841.html_HEAD_desktop_nofollow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/news/detail/5323616788681841.html","HEAD","mobile","000","https://www.sina.cn/news/detail/5323616788681841.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_news_detail_5323616788681841.html_HEAD_mobile_nofollow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/news/detail/5323616788681841.html","HEAD","desktop","000","https://www.sina.cn/news/detail/5323616788681841.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_news_detail_5323616788681841.html_HEAD_desktop_follow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/news/detail/5323616788681841.html","HEAD","mobile","000","https://www.sina.cn/news/detail/5323616788681841.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_news_detail_5323616788681841.html_HEAD_mobile_follow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/media/8345249001","GET","desktop","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_media_8345249001_GET_desktop_nofollow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/media/8345249001","GET","mobile","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_media_8345249001_GET_mobile_nofollow.body","unknown","yes/partial"
"20260805T073644Z","https://www.sina.cn/media/8345249001","GET","desktop","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073644Z_https___www.sina.cn_media_8345249001_GET_desktop_follow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/media/8345249001","GET","mobile","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_media_8345249001_GET_mobile_follow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/media/8345249001","HEAD","desktop","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_media_8345249001_HEAD_desktop_nofollow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/media/8345249001","HEAD","mobile","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_media_8345249001_HEAD_mobile_nofollow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/media/8345249001","HEAD","desktop","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_media_8345249001_HEAD_desktop_follow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/media/8345249001","HEAD","mobile","000","https://www.sina.cn/media/8345249001","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_media_8345249001_HEAD_mobile_follow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/news/detail/5318734828801903.html","GET","desktop","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_news_detail_5318734828801903.html_GET_desktop_nofollow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/news/detail/5318734828801903.html","GET","mobile","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_news_detail_5318734828801903.html_GET_mobile_nofollow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/news/detail/5318734828801903.html","GET","desktop","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_news_detail_5318734828801903.html_GET_desktop_follow.body","unknown","yes/partial"
"20260805T073645Z","https://www.sina.cn/news/detail/5318734828801903.html","GET","mobile","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073645Z_https___www.sina.cn_news_detail_5318734828801903.html_GET_mobile_follow.body","unknown","yes/partial"
"20260805T073646Z","https://www.sina.cn/news/detail/5318734828801903.html","HEAD","desktop","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_https___www.sina.cn_news_detail_5318734828801903.html_HEAD_desktop_nofollow.body","unknown","yes/partial"
"20260805T073646Z","https://www.sina.cn/news/detail/5318734828801903.html","HEAD","mobile","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_https___www.sina.cn_news_detail_5318734828801903.html_HEAD_mobile_nofollow.body","unknown","yes/partial"
"20260805T073646Z","https://www.sina.cn/news/detail/5318734828801903.html","HEAD","desktop","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_https___www.sina.cn_news_detail_5318734828801903.html_HEAD_desktop_follow.body","unknown","yes/partial"
"20260805T073646Z","https://www.sina.cn/news/detail/5318734828801903.html","HEAD","mobile","000","https://www.sina.cn/news/detail/5318734828801903.html","","0","","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_https___www.sina.cn_news_detail_5318734828801903.html_HEAD_mobile_follow.body","unknown","yes/partial"
"20260805T073646Z","http://t.cn/AX9xdpfY","GET","desktop","403","http://t.cn/AX9xdpfY","text/plain","9","78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_http___t.cn_AX9xdpfY_GET_desktop_nofollow.body","unknown","yes/partial"
"20260805T073646Z","http://t.cn/AX9xdpfY","GET","mobile","403","http://t.cn/AX9xdpfY","text/plain","9","78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_http___t.cn_AX9xdpfY_GET_mobile_nofollow.body","unknown","yes/partial"
"20260805T073646Z","http://t.cn/AX9xdpfY","GET","desktop","403","http://t.cn/AX9xdpfY","text/plain","9","78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_http___t.cn_AX9xdpfY_GET_desktop_follow.body","unknown","yes/partial"
"20260805T073646Z","http://t.cn/AX9xdpfY","GET","mobile","403","http://t.cn/AX9xdpfY","text/plain","9","78342a0905a72ce44da083dcb5d23b8ea0c16992ba2a82eece97e033d76ba3d3","weibo_forensics_5323616788681841/raw/http/20260805T073646Z_http___t.cn_AX9xdpfY_GET_mobile_follow.body","unknown","yes/partial"
